지역,세부지역,좌표,년,월,"Total Monthly Precipitation
 (in millimeters)(강수량)","Mean Daily Air Temperature
 (in deg Celsius) 
평균 일일 공기 온도(도)","Mean Daily Minimum Air Temperature
 (in deg Celsius) 
 일일최소 온도(도)","Mean Daily Maximum Air Temperature
 (in deg Celsius)  
일일최대 온도(도)",Regosol,Cambisol,Fluvisol,Arenosols,Solonchak,Rendzina,Podzols,Lithosols,Gleysols,Phaeozems,Ferralsols,Luvisol,Histosols,Acrisols,Andosols,Outcrops,과일
미국,Detroit,"42.404870, -83.127843",2014,1,74.5,-8.6,-13,-4.1,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2015,1,37,-5.9,-9.7,-2.1,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2016,1,34.2,-2.1,-5.9,1.7,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2007,2,20.9,-7.0,-10.9,-3.2,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2008,2,91.8,-3.8,-7.5,-0.1,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2009,2,54,-1.9,-6.3,2.5,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2010,2,48.3,-2.3,-5.1,0.5,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2011,2,91.5,-4.0,-8.1,0.1,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2012,2,48.6,0.3,-3.4,4.1,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2013,2,72.1,-2.7,-6.1,0.8,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2014,2,71.9,-6.9,-11.1,-2.8,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2015,2,34.4,-9.9,-14.9,-4.8,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2016,2,51.4,-0.4,-4.6,3.9,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2007,3,78.7,4.5,-0.6,9.6,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2008,3,80.7,0.8,-3.2,4.8,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2009,3,105.9,3.7,-1.9,9.3,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2010,3,27.2,5.8,0.2,11.4,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2011,3,91.8,1.7,-3.0,6.3,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2012,3,75.2,10.4,4.6,16.1,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2013,3,19,1.5,-2.8,5.8,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2014,3,38,-1.8,-6.7,3.2,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2015,3,20.3,1.5,-3.8,6.7,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2016,3,123.5,6.2,1.4,11.1,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2007,4,68.1,8.7,3.5,13.9,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2008,4,24.5,11.0,4.9,17.2,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2009,4,127.8,9.9,4.1,15.6,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2010,4,57.5,12.4,5.9,18.8,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2011,4,142.6,8.5,3.5,13.5,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2012,4,54.6,9.7,3.7,15.6,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2013,4,134.3,8.0,2.9,13.2,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2014,4,65.5,9.4,3.2,15.6,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2015,4,66.3,10.0,4.0,16.0,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2016,4,58.8,8.0,2.5,13.5,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2007,5,65.1,16.5,10.3,22.7,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2008,5,51.7,14.1,8.2,20.0,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2009,5,73.5,15.2,9.4,21.0,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2010,5,135.0,17.1,11.9,22.2,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2011,5,137.0,16.0,10.9,21.0,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2012,5,43.7,18.5,12.4,24.7,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2013,5,64.6,17.6,11.1,24.1,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2014,5,123.8,16.3,10.7,21.9,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2015,5,140.9,18.1,12.2,23.9,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2016,5,55.9,16.1,10.6,21.7,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2007,6,78.8,21.9,16.0,27.7,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2008,6,102.9,21.5,16.1,26.8,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2009,6,134.1,19.9,14.5,25.2,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2010,6,137.6,21.9,17.2,26.6,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2011,6,23.9,21.4,16.0,26.9,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2012,6,33.4,22.4,15.9,28.9,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2013,6,152.6,20.9,16.0,25.9,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2014,6,101.8,21.4,16.1,26.8,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2015,6,135.3,20.4,15.4,25.4,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2016,6,33.0,21.7,15.4,28.1,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2007,7,53.4,22.2,16.5,27.9,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2008,7,82.4,22.9,17.3,28.4,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2009,7,65.1,20.5,15.2,25.8,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2010,7,151.4,24.8,19.4,30.1,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2011,7,194.7,26.3,20.7,31.9,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2012,7,93.2,26.1,20.2,32.0,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2013,7,105.2,23.4,18.7,28.1,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2014,7,61.9,21.1,15.5,26.6,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2015,7,44.7,22.7,17.2,28.3,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2016,7,39.9,24.9,19.3,30.5,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2007,8,168.0,23.2,18.4,28.0,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2008,8,6.9,22.3,16.3,28.3,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2009,8,70.0,21.8,16.8,26.7,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2010,8,15.1,24.0,18.9,29.2,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2011,8,54.8,22.9,17.6,28.1,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2012,8,57.4,22.7,16.9,28.5,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2013,8,151.9,22.2,17.2,27.2,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2014,8,160.7,22.0,17.0,27.0,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2015,8,80.3,22.1,17.1,27.1,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2016,8,142.8,24.8,19.5,30.2,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2007,9,36.8,19.3,13.8,24.8,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2008,9,152.1,19.0,13.5,24.6,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2009,9,37.1,18.9,13.7,24.2,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2010,9,84.3,18.1,13.0,23.2,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2011,9,159.6,18.0,13.5,22.5,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2012,9,62.8,17.8,12.1,23.5,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2013,9,30.5,17.8,12.5,23.1,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2014,9,119.8,17.5,12.1,23.0,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2015,9,32.9,20.7,15.2,26.2,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2016,9,159.6,20.1,15.2,25.0,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2007,10,51.0,15.1,10.0,20.1,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2008,10,29.3,10.3,4.9,15.8,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2009,10,82.2,10.0,5.3,14.7,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2010,10,27.3,12.7,7.3,18.2,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2011,10,54.7,12.4,7.6,17.3,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2012,10,58.8,11.5,6.7,16.3,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2013,10,88.5,11.9,6.8,16.9,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2014,10,60.2,11.2,6.5,15.9,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2015,10,50.1,12.5,7.5,17.6,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2016,10,75.8,13.3,8.5,18.1,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2007,11,45.1,4.4,0.3,8.5,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2008,11,84.1,3.9,0.2,7.6,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2009,11,15.9,7.4,3.3,11.5,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2010,11,84.8,5.6,0.3,10.8,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2011,11,152.5,8.1,3.4,12.8,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2012,11,18.4,4.7,-0.1,9.4,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2013,11,46.2,3.1,-0.8,7.0,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2014,11,42.5,2.2,-1.9,6.3,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2015,11,52.3,7.8,2.7,13.0,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2016,11,53.5,8.2,3.1,13.2,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2007,12,88.4,-1.3,-4.3,1.6,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2008,12,103.4,-2.5,-6.4,1.4,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2009,12,73.9,-1.5,-4.8,1.8,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2010,12,32.8,-3.5,-6.3,-0.8,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2011,12,71.1,2.0,-1.3,5.3,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2012,12,67.2,2.2,-1.2,5.5,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2013,12,61.7,-2.8,-6.2,0.5,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2014,12,35.7,1.0,-2.2,4.1,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2015,12,76.6,5.1,1.6,8.5,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Detroit,"42.404870, -83.127843",2016,12,54.9,-1.6,-4.7,1.5,0.20,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,블루베리
미국,Hawaii1,"21.459208, -157.895741",2007,1,28.1,23.8,20.4,27.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,패션후르츠
미국,Hawaii1,"21.459208, -157.895742",2008,1,7.4,23.1,19.8,26.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,패션후르츠
미국,Hawaii1,"21.459208, -157.895743",2009,1,93.8,22.5,19.1,25.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,패션후르츠
미국,Hawaii1,"21.459208, -157.895744",2010,1,18.1,23.7,20.1,27.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,패션후르츠
미국,Hawaii1,"21.459208, -157.895745",2011,1,73.0,23.0,19.4,26.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,패션후르츠
미국,Hawaii1,"21.459208, -157.895746",2012,1,14.2,23.6,20.0,27.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,패션후르츠
미국,Hawaii1,"21.459208, -157.895747",2013,1,61.6,22.7,19.0,26.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,패션후르츠
미국,Hawaii1,"21.459208, -157.895748",2014,1,62.5,22.6,19.0,26.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,패션후르츠
미국,Hawaii1,"21.459208, -157.895749",2015,1,23.6,22.5,18.5,26.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,패션후르츠
미국,Hawaii1,"21.459208, -157.895750",2016,1,0.8,23.4,19.4,27.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,패션후르츠
미국,Hawaii1,"21.459208, -157.895751",2007,2,10.2,23.0,19.3,26.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0.33,0.33,0.00,0.00,0.00,0.00,0.00,패션후르츠
